Name;Class;Blood;EpiCA;EpiCP;EpiMCA;ESC;Liver;Muscle;SpCA;SpCP;Scyte;Sptid1;Sptid2;Testis
Psenen;genes;0;0,92166028;1,460983898;0,053702694;0,088006327;0,219935544;0,134987421;0,36563545;1,757182597;0,138822243;0,087673509;0,049438196;0,233307956
4930443O20Rik;genes;0;0,075359282;0,127042078;0;0,017073227;0,043987109;0;0,011794692;0,032540418;0;0,043836754;0;0,055993909
Npas1;genes;0;0;0,063521039;0;0,017601265;0;0;0,011794692;0,032540418;0;0,014612251;0;0,027996955
Itga1;genes;0;2,65655022;0,762252469;0,118575548;0,035202531;0,658926889;0,134987421;0,956785411;1,594480505;0,046274081;0,073061257;0,098876393;0,205311001
A230001M10Rik;genes;0;0,054215311;0;0;0;0;0;0,029368783;0,097621255;0;0,019288172;0;0
Lins;genes;0;1,713745968;1,763344044;0,053702694;0,049459556;0,131961326;0,06749371;0,824566914;0,963196386;0,737300356;0,668072135;0,424838901;0,763850247
Gpr176;genes;0;0;0,063521039;0;0;0;0;0,011794692;0,006508084;0,030849387;0,029224503;0;0,065139581
Zdhhc20;genes;0;4,234215759;9,889590569;0,128886465;0,250818033;0,35189687;0;1,839146315;7,869249397;0,293840414;0,33652015;0,324314568;0,685738744
Amn;genes;0;0;0;0;0;0;0;0,011794692;0;0,015424694;0;0,016479399;0,065326228
Tbl1xr1;genes;0;2,534023618;8,467354505;0,401266528;0,831659793;1,40758748;0,404962263;2,978277663;8,243464209;23,44476309;27,24366604;30,47634093;25,6029351
Ldhb;genes;0;6,071572635;8,00365092;0,386659396;0,281620247;0;2,227292446;2,321077428;4,848522351;0;0,029224503;0;0,625265322
Ip6k2;genes;0;2,35457094;4,511899404;0,150367543;0,052803796;0,374330295;0,202481131;0,646467066;2,765610165;0,172910816;0,22722051;0,164793988;0,289301865
Glrx3;genes;0;2,385473667;5,208725202;0,332956702;0,598443025;0,527845305;0,134987421;1,203058578;6,703326203;0,50901489;0,686775817;0,642696552;1,203869052
Olfr808;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Cpne8;genes;0,026599038;1,689891232;2,606268232;0,118145926;0,154539111;0,154394752;0,202481131;0,761583259;3,606129174;0,998286172;0,915165306;1,156524206;1,81905547
Igtp;genes;0;0,487937795;0,444647273;0,010740539;0;0,282397238;0,134987421;0,194730364;0,388532596;0,015424694;0;0;0
1810008I18Rik;genes;0;0;0;0;0;0,571832414;0;0;0;0;0;0;0
Srgap3;genes;0;1,625917165;2,288027826;0,076902258;0,068468923;0;0,06749371;0,671471812;1,123946054;0;0,043836754;0,049438196;0,774582413
Vmo1;genes;0;0;0;0;0;0,043987109;0;0;0;0,030849387;0,014612251;0;0
Irak1;genes;0;11,83737092;13,28161405;0,757852416;0,353081385;0,820359578;0,46165698;3,510572111;8,067745949;0,0151162;0,045736347;0;0,333537054
6430573F11Rik;genes;0;0,216861242;0,317605195;0,021481078;0;0;0;0,070296364;0,379746683;0,046119834;0,043836754;0,032958798;0,046474945
Mir6931;genes;0;0;0;0;0;0,043987109;0;0;0;0;0;0;0
Slc34a1;genes;0;0;0;0;0;0;0;0,011794692;0;0;0;0;0
Wdr78;genes;0;0,162645932;0,444647273;0,021481078;0;0,043987109;0;0,259483223;0,520646695;2,745595467;2,089551953;2,38028436;2,846357061
1700013H16Rik;genes;0;0;0;0;0;0;0;0,011794692;0,032540418;0,030849387;0,014612251;0,032958798;0,055993909
Olfr218;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
AU018091;genes;0;0;0,059709777;0,010525728;0,460097079;0;0;0,283780288;0,032865823;0,046274081;0,014612251;0,032958798;0,027996955
Sh3bp5l;genes;0;1,301167455;2,794290508;0,182589159;0,211215185;0,131961326;0,06749371;0,625118673;1,292180017;0,616987745;0,423755291;0,379026172;0,718495181
Scand1;genes;0;1,138521523;1,011890152;0,095913011;0,017601265;0,043987109;0,269974842;0,540786626;0,607529613;0,022828547;0,043836754;0,030486888;0,280622809
Foxc2;genes;0;0;0;0;0;0;0;0,035384076;0,097621255;0;0;0;0,121320137
A830019L24Rik;genes;0;0;0;0;0;0;0;0,01568694;0;0;0;0;0,018664636
Gm20939;genes;0;0,426674494;1,070964718;0,021481078;0,362938094;0,237530387;0,015523553;0,237191255;2,402133691;0,22504628;0,25805236;0,234666639;0,23050826
Ankrd49;genes;0;0,325291864;0,762252469;0;0;0,087974218;0;0,176920379;0,553187114;0,077123468;0,175347017;0,214232184;0,167981728
Zfp53;genes;0;0;0,971871897;0,010740539;0,123208858;0,131961326;0;0,119598176;0,54667903;0;0;0,016479399;0,021277686
Psg19;genes;0;0,05584177;0,063521039;0;0;0;0;0,035266129;0;0,035476795;0,157227825;0,13183519;0,067845954
2210404O09Rik;genes;0;0,054215311;0,45608106;0,010740539;0,039954873;0;0;0,120305858;0,494939765;0,176766989;0,228681735;0,115685379;0,070645649
C1ql3;genes;0;0,054215311;0,126406868;0,010740539;0;0;0;0;0;0,015424694;0,014612251;0;0
Mir7076;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
6330415B21Rik;genes;0;0;0;0,021481078;0;0;0;0;0;0;0;0;0
Vmn1r132;genes;0;0;0;0;0;0,043987109;0;0,069234842;0;0;0;0;0
Synpo2l;genes;0;0,054215311;0,487206369;0;0,140810124;0;1,552355341;0,047178768;0;0,046274081;0,073061257;0,049438196;0,121320137
Ucp3;genes;0;0;0,063521039;0;0;0;0,539949684;0,023589384;0,101526106;0,015424694;0;0,016479399;0,027996955
Rpp14;genes;0;0,737328224;0,983305684;0,08592431;0,08818234;0,263922653;0,06749371;0,232709272;0,711333548;0,832933456;0,854670585;0,444943767;0,802392722
Mapkbp1;genes;0;1,301167455;3,620699226;0,120186629;0,017601265;0,131961326;0,202481131;0,854997219;2,180208037;4,44215752;4,441686064;3,509617558;3,797786905
Ckap2;genes;0;0,054215311;0,381126234;0,021481078;0,352025309;0;0;0,011794692;0,292863766;0,246795098;0,365306285;0,54382016;0,340349646
Dydc2;genes;0;0;0,063521039;0;0;0;0;0,035384076;0;0;0;0;0,074658546
G6pc2;genes;0;0;0;0;0;0;0;0,023589384;0;0;0;0;0
Piwil4;genes;0;0,054215311;0,254084156;0;0,017601265;0;0;0,05897346;0,325404185;0;0;0;0,018664636
Ssty1;genes;0;0,216319089;0;0;0,105255567;0;0;0,268093348;0,065080837;0,278878461;0,455317754;0,341947525;0,374692577
Themis3;genes;0;0;0;0;0;0;0,06749371;0;0;0;0;0;0,009332318
Clec2e;genes;0;0,156140095;0;0;0,017601265;0;0,060744339;0,06699385;0,032540418;0;0,014612251;0,016479399;0,027250369
Mir203;genes;0;0,054215311;0,126406868;0,032221616;0;0,131521455;0;0,01073317;0,127883845;0;0;0;0,027810308
Olfr1344;genes;0;0;0;0,010740539;0;0;0;0,011794692;0;0,061698775;0,146122514;0,082396994;0,027996955
Frmd5;genes;0;0;0,127042078;0,010525728;0,017601265;0;0;0,023589384;0,618267951;0,015424694;0;0;0,102655501
Zfp949;genes;0;1,833561805;4,117433751;0,174533755;0,123912909;0,043987109;0,134987421;0,846505041;3,306106516;1,034071461;1,220999729;1,574276966;1,255850065
Kank1;genes;0;1,626459318;3,30309403;0,118145926;0,035202531;0,879742175;0,404962263;0,659677121;2,147667618;0,015424694;0;0;0,195978683
Gm19276;genes;0;0;0;0;0;0;0;0;0;0;0;0;0,018664636
Fer1l4;genes;0;0,054215311;0,063521039;0;0;0;0;0,282011084;0,130161674;0;0;0;0,009332318
Tpm3;genes;0;5,15262312;15,74559516;0,991136918;0,976518207;0,921529928;0,674937105;3,429896418;13,08254984;1,744224356;2,107232777;2,964973429;2,79586922
Efhd2;genes;0;0,975875591;2,350278445;0,257772931;0,087830315;0,65936676;0,26120066;0,406916872;1,431778412;0,031003634;0,073061257;0,032958798;0,878451115
Snora43;genes;0;0;0,127042078;0;0,756854415;0,087974218;0,06749371;0,011794692;0,065080837;0;0;0;0
Yars2;genes;0;0,216861242;0,254084156;0,042962155;0,123208858;0,307909761;0,134987421;0,106152228;0,488106277;0,138667996;0,219183771;0,197752785;0,485280548
Aqr;genes;0,026599038;2,168612424;2,66788364;0,182589159;0,633645556;0,263922653;0,06749371;0,648708057;2,505612222;0,184325089;0,219037649;0,29629959;0,345295775
Ankrd52;genes;0;2,548119599;6,161540788;0,300735086;0,052627784;0,615819523;1,552355341;1,540976503;3,969931052;1,080037048;0,700657456;0,490591702;0,979800091
A730046J19Rik;genes;0;0,108430621;0;0;0;0;0;0,165125687;0,032540418;0;0;0;0,009332318
Epha3;genes;0;0,054215311;0,127042078;0,010740539;0;0;0;0,023589384;0,260323348;0;0;0;0
Xlr4c;genes;0;0;0;0;0;0;0;0;0,216068379;0;0;0;0
Fat3;genes;0,013565509;1,866090991;1,351727711;0,034477129;0,098391074;0;0,036446604;0,334025676;0,525202354;0,061081787;0,058741251;0,150621705;0,171341363
2210408F21Rik;genes;0;0,260233491;0,254084156;0,042962155;0;0,043987109;0,06749371;0,087870455;0,227782929;0,030849387;0,014612251;0,049438196;0,31729882
Tac2;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Eri2;genes;0;0,550285403;0,806081986;0,020621834;0,035202531;0,108208288;0;0,744245062;0,967426641;5,950229817;9,147853878;8,773961499;6,955190133
1700012D14Rik;genes;0;0,108430621;0,127042078;0;0;0,043987109;0,06749371;0,035384076;0,097621255;0;0;0,016479399;0,046661591
Epb4.1l5;genes;0;2,627273952;4,434403736;0,34348243;0,277043918;0,35189687;0,06749371;4,028005246;2,993393094;39,85123848;41,23928044;42,63220465;38,0537408
Olfr1394;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm5095;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Mterf4;genes;0;0,271618706;0,678404697;0,032221616;0,281620247;0,175948435;0,134987421;0,377783983;0,325729589;2,406252207;1,914204936;2,191760038;2,22081177
Krt32;genes;0;0,427758801;0;0;0;0;0;0,070768152;0;0;0;0;0
Zcchc7;genes;0;1,138521523;2,03267325;0,096664849;0,035202531;0,087974218;0,202481131;0,577939905;1,822263434;0,33934326;0,336081783;0,395505571;0,597268367
Mycn;genes;0;0;0,380491024;0;0,282500311;0,087974218;0;0;0,325404185;0;0,03024736;0,016479399;0,036302718
Defb3;genes;0;0,108430621;0;0;0;0;0;0;0;0;0;0;0
Zfp72;genes;0;0,107888468;0,190563117;0;0;0;0;0,011794692;0,172464218;0,122472067;0,217722546;0,178966271;0,120200259
Clec10a;genes;0;0,487937795;0,615518868;0,214810775;0;0;0,540624621;0,37023538;1,104096398;0,015424694;0,014612251;0;0,051514397
Klra14-ps;genes;0;0;0;0;0;0;0;0,011794692;0;0;0;0;0
Armcx5;genes;0;0,543237412;0,69873143;0,075183771;0;0;0;0,271042021;1,158438897;0,015424694;0;0,016479399;0,009332318
Vmn1r104;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Retsat;genes;0;1,518028697;1,397462859;0,08592431;0;4,090801114;0,472455973;0,518966446;0,911131717;0,123397549;0,102139637;0,065917595;0,177314046
Plekha5;genes;0;2,71076553;6,098019749;0,204070237;0,158411389;0,175068693;0,134987421;1,24740662;3,546905612;1,297062488;1,380711637;1,868599028;1,633902276
Cldnd1;genes;0;1,137437217;2,66788364;0,161108082;0,04241905;0,175948435;0,472455973;0,51648956;2,603233477;0,109052584;0,058449006;0,148314589;0,289301865
Fbxl19;genes;0;1,409598076;1,206899742;0,053702694;0,123208858;0,043987109;0,269974842;1,073081073;1,171455065;0,107972855;0,073061257;0,115355791;0,513277503
Mir6356;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
En1;genes;0;0;0;0;0;0;0,202481131;0;0;0;0;0;0,009332318
Olfr642;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Atp6ap2;genes;0;2,764980841;5,018162085;0,204070237;0,052803796;0,35189687;0,202481131;1,27382673;4,132633145;0;0,058449006;0,049438196;0,111987819
Ipo7;genes;0;3,957717674;6,6697091;0,461843167;1,125072888;1,715497241;0,944911947;1,709640597;5,727113649;0,293069179;0,189959268;0,247190982;0,550606776
Mir3095;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Fam20c;genes;0;0,216861242;1,206899742;0,032221616;0,035202531;0,747780849;0,607443394;0,141536303;1,428849775;0;0,014612251;0;0,009332318
Mir298;genes;0;0;0;0;0,11933658;0;0;0;0;0,015424694;0,014320006;0;0
Urod;genes;0,026599038;1,138521523;4,128867538;0,118145926;0,176012655;0,307909761;0,607443394;0,352071555;2,993718498;0;0,087673509;0,016479399;0,205311001
1700030L20Rik;genes;0;0;0;0;0;0;0;0,011794692;0;0,018201138;0,014612251;0,016973781;0,07829815
Flg2;genes;0;0;0;0;0;0,043987109;0;0,023589384;0,032540418;0;0;0;0,008025794
Mir6404;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
2700038G22Rik;genes;0;0,217403396;0,628223076;0;0,132185504;0;0;0,071121992;0,168233963;0,093010903;0,045297979;0,05042696;0,090803456
Cbfa2t2;genes;0,026599038;0,194632965;0,449728956;0,03748448;4,086309788;0,963757553;1,048852261;0,332138525;0,347857073;0,103345447;0,046028592;0,21159548;0,092016658
1700101E01Rik;genes;0;0;0,127042078;0;0;0;0;0;0,032540418;0,015424694;0;0,016479399;0,093323182
Cyp2a5;genes;0;0;0;0;0;1,099677719;0,033746855;0;0,032540418;0;0;0;0
Egfbp2;genes;0;0,162645932;0;0;0;0;0;0,104383024;0,162702092;0;0;0;0,018571313
Mir6348;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Ninl;genes;0;0,379507174;0,381126234;0,053702694;0,105607593;0,043987109;0,06749371;0,106388121;0,360547837;0,329008715;0,219329894;0,351505576;0,615933003
Gm4710;genes;0;0;0,060344987;0;0;0;0;0,035030235;0,032540418;0,018972373;0,032146953;0,016479399;0,009332318
Olfr223;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1477;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Catsper4;genes;0;0;0;0,021481078;0;0;0;0,129741611;0;0,061698775;0,058449006;0,065917595;0,550606776
Secisbp2;genes;0;0,704799038;1,206899742;0,053702694;0,035202531;0,043987109;0,134987421;0,507171754;0,911131717;1,943511398;1,607347656;1,516104688;2,034072082
Olfr629;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Adad1;genes;0;0;0;0,010740539;0,035202531;0;0;0,247688531;0;0,385617341;0,467592045;0,54382016;1,231866007
Trim33;genes;0,026599038;2,819196152;6,415624944;0,214166343;0,616044291;0,659806631;0,539949684;1,416306609;5,564411557;1,295520019;1,563510902;1,664254483;2,183762467
Hs3st3a1;genes;0;0,054215311;1,978045156;0;0;0;0,134987421;0,039512218;1,138589242;0;0;0;0,013718508
Entpd3;genes;0;0;0;0;0;0;0;0,023589384;0;0,092548162;0,058449006;0,016479399;0,093323182
Impad1;genes;0;3,036057394;6,613810586;0,268513469;0,264018982;1,143664828;1,214886789;2,759957915;5,008946614;12,60891581;16,45310285;21,35301618;18,20735287
1110028F18Rik;genes;0;0;0,063521039;0;0;0;0;0,022409915;0,065080837;0,0226743;0,043690632;0,082396994;0,044888451
Mir6946;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Ms4a2;genes;0;0;0;0;0;0;0;0,033850766;0;0;0;0;0
Batf2;genes;0;0;0;0,010740539;0;0;0,06749371;0;0;0;0,014612251;0;0
Wdfy3;genes;0;0,704799038;0,986481736;0,053702694;0;0,087974218;0,134987421;0,74353738;0,74810422;7,609001371;5,916062232;6,648448644;4,453288938
Fbxo16;genes;0;0,108430621;0,254084156;0;0,017601265;0;0;0,129741611;0,227782929;0;0;0;0,018664636
Ints12;genes;0;0,596368417;1,079857664;0,042962155;0,017601265;0;0,06749371;0,353840758;1,424944924;0,061853021;0,087673509;0,098876393;0,261304911
Psd4;genes;0;0,759014349;0,69873143;0,064121016;0,017601265;0;0;0,530761138;1,008752972;0;0;0;0,009332318
4833412C05Rik;genes;0;0;0;0;0;0;0;0,011794692;0;0;0;0;0,009332318
4930556N13Rik;genes;0;0;0;0,010740539;0,017601265;0;0;0,082562844;0,128860057;0,013265237;0;0;0,036489364
Olfr665;genes;0;0;0;0;0;0;0;0;0,032540418;0;0;0;0
Slc39a9;genes;0;2,494988594;7,132142264;0,17184862;0,176012655;1,17313619;0,215979874;1,139721083;3,804300322;5,116216632;6,905896143;7,99465073;6,659915584
Mtm1;genes;0;0,596368417;0,571689351;0,021481078;0,035202531;0,087974218;0,202481131;0,176920379;0,748429625;0;0,043106142;0,016479399;0,073725314
1700027H10Rik;genes;0;0;0;0;0;0;0;0;0;0,003856173;0;0;0
Ptrhd1;genes;0;0,201680955;0,534847149;0;0;0;0,07221827;0,151325898;0,250886626;0,266384459;0,270326651;0,13842695;0,193272311
Cep104;genes;0;0,975875591;2,223236367;0,107405388;0,017601265;0,087974218;0,404962263;0,453034118;1,301616738;0,046274081;0,20457152;0,115355791;0,877237914
Gm13103;genes;0;0;0,063521039;0;0;0;0;0;0;0;0;0;0
Lrit1;genes;0;0,054215311;0;0;0;0,219935544;0;0;0;0;0;0,016479399;0,009332318
Zdhhc1;genes;0;0,379507174;1,396827649;0,064443233;0;0;0,269974842;0,271277915;0,42302544;0,185096324;0,77474157;0,593258356;0,662594595
Zfp677;genes;0;0,216861242;0,254084156;0,021481078;0,017601265;0;0;0,047178768;0,260323348;0,061698775;0,029224503;0,016973781;0,055527293
1600025M17Rik;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Cox7c;genes;0;2,671188354;4,532861346;0,311475624;0,528037964;0,835755066;2,217168389;1,93928325;5,800329591;0,138822243;0,189959268;0,164793988;0,302833727
Gipc3;genes;0;0;0;0,010740539;0;0;0;0,023589384;0,032540418;0;0;0;0,037329273
Awat2;genes;0;0,157224401;0,596462557;0,020407024;0;0,04046814;0;0,124434;0,216068379;0,168129161;0,134578836;0,072674149;0,054780708
Spaca6;genes;0;0,379507174;1,460983898;0,010740539;0,017601265;0;0,134987421;0,117946919;1,334157157;0,030849387;0,029224503;0,082396994;0,15864941
Mir6901;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Zhx3;genes;0;2,277043046;3,747741304;0,075183771;0,017601265;1,934553043;0,471781036;0,777741987;3,058799335;1,074021418;1,110531108;1,038861299;1,826428002
Cyp2d26;genes;0;0;0,063521039;0,01675524;0;6,650410973;0;0,035384076;0,032540418;0,030849387;0,029224503;0,016479399;0,147170659
Egr1;genes;0;5,692607614;9,137501467;0,096664849;0,105607593;0,175948435;0,337468552;0,459992986;1,203995483;0;0,029224503;0,032958798;0,193458957
Mrps18a;genes;0;0,596368417;1,587390766;0,053702694;0,088006327;0,175948435;0,472455973;0,364809822;0,780970043;0,046274081;0;0,032958798;0,223975638
Mccc1;genes;0;1,301167455;1,715068054;0,096664849;0,103495441;0,166271271;0,134987421;0,398896482;1,203995483;0,061698775;0,014466129;0,032958798;0,054314092
Olfr836;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
9530053A07Rik;genes;0;0;0;0;0,017601265;0;0,06749371;0,058855513;0;0;0;0;0,009332318
Olfr1337;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Sec13;genes;0;3,252918637;4,509993772;0,14832684;0,140810124;0,131961326;0,202481131;0,872807204;3,150237911;1,095153248;0,935037968;0,593258356;1,241198325
Kif23;genes;0;0,108430621;0,063521039;0,021481078;0,857005615;0,043987109;0;0,142479879;0,130161674;0,138822243;0,260828688;0,214232184;0,532408755
Mir375;genes;0;0;0,063521039;0;0;0;0;0,05590684;0,097295851;0;0;0,032958798;0,055807263
Gpx6;genes;0;0;1,146554755;0;0;0;0;0,023589384;1,469525298;0,015424694;0;0;0,093323182
AV064505;genes;0;0,054215311;0,063521039;0;0;0;0;0;0;0;0;0;0
Gfra3;genes;0;0;0,127042078;0;0;0;0;0,035384076;0;0;0;0;0
4930471M09Rik;genes;0;0;0,063521039;0;0;0;0;0,011794692;0;0;0,014612251;0;0,009332318
Btnl2;genes;0;0,178910525;0,132758972;0;0;0;0,06749371;0,036091757;0,128860057;0;0,05523431;0;0
AW112010;genes;0;0,054215311;0,127042078;0;0;0,175948435;0,06749371;0;0,065080837;0;0,014612251;0;0
Olfr194;genes;0;0;0;0;0,008800633;0;0;0;0;0;0;0;0
Crtam;genes;0;0,054215311;0;0;0;0;0;0;0,065080837;0,478165503;0,526041051;0,362381979;0,970561096
4930480G23Rik;genes;0;0;0,062885829;0;0;0;0;0,011794692;0,015944805;0,015424694;0;0,016479399;0
Pcdha11;genes;0;0;0;0,010740539;0;0;0;0,032435403;0,042953352;0;0,018411437;0;0,040688907
Acss3;genes;0;0,704799038;5,33576728;0,053702694;0;0,527845305;0;0,271277915;4,035011889;0;0;0;0,027996955
Dmrtc2;genes;0;0;0;0;0;0;0;0,05897346;0;0,755809988;0,540653302;0,527340761;1,05455196
Ptpn6;genes;0,026599038;0,759014349;0,952815586;0,118145926;0,070405062;0,043987109;0;0,48358237;1,106374228;0,015424694;0,058449006;0,016479399;0,065326228
Fam129c;genes;0;0,108430621;0,063521039;0,010740539;0,052803796;0;0,06749371;0;0,069311091;0,015424694;0,043836754;0,016479399;0,074658546
Snora62;genes;0;0,216861242;0,63521039;0,010740539;1,108879724;0,70379374;0,404962263;0,318456683;0,650808369;0,200521017;0,116898011;0,082396994;0,083990864
Olfr18;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Tmem128;genes;0;0,813229659;1,397462859;0,021481078;0,035202531;0,185625599;0,06749371;0,448198294;1,489049549;0,925481618;0,832898331;0,80749054;1,129210506
C920025E04Rik;genes;0;0,512334685;0,734938422;0;0,023057658;0,587667773;0,068168648;0,112993149;0,478344151;0;0,013881639;0;0,027903632
Nfkb1;genes;0,026599038;1,891572187;3,702006156;0,270339361;0,102615378;0,348377901;0,742430815;0,598580616;1,928996006;0;0;0,032958798;0,176754107
2700097O09Rik;genes;0,026599038;0,271076553;0,317605195;0;0,070405062;0;0;0,117946919;0,227782929;0,370192647;0,336081783;0,510861362;0,447951275
Vmn1r202;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Homer3;genes;0;0,160477319;1,556265457;0,010740539;0,035202531;0;0,134987421;0,120187911;0,974260129;0,062624256;0;0;0,032943083
Mast4;genes;0;1,355382765;4,137125273;0,257772931;0;0,043987109;1,889823893;1,227945378;2,66798891;0,077123468;0,049827777;0,049438196;0,345295775
Gm5885;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Tbl2;genes;0;0,054215311;0,127042078;0,010740539;0;0;0;0,602001077;0,194591702;5,125008708;5,224756617;4,894216644;2,001875584
Katnal1;genes;0,026599038;0,434264638;0,576771035;0,118145926;0,035202531;0,18210663;0,134987421;0,896986322;0,820669354;8,116165298;9,007576265;10,25150439;8,427363335
Kcng1;genes;0;0,054215311;0,127042078;0;0;0;0;0,129741611;0,032540418;0,077123468;0,146122514;0,115355791;0,111987819
Ndufs8;genes;0;0,92166028;1,270420781;0,118145926;0,123208858;0,175948435;0,742430815;0,36563545;1,334157157;0,091468433;0,146122514;0,049438196;0,298634183
Fam150a;genes;0;0;0;0;0;0;0;0;0,032540418;0;0;0;0
Ccdc146;genes;0;0;0,127042078;0;0;0;0;0,047178768;0,097621255;0,185096324;0,175347017;0,296629178;0,531848816
Champ1;genes;0;1,46435554;2,09873513;0,139627004;0,158411389;0,219935544;0,134987421;0,507171754;0,943672135;6,416518306;6,050641067;7,712358629;5,515680046
Tssk5;genes;0;0;0;0;0;0;0;0,035384076;0,032540418;0;0,014612251;0,016479399;0,046661591
Per3;genes;0;2,877206534;4,342298229;0,183018781;0,060196328;0,706432967;0,134987421;0,962093022;2,46038104;0,723109638;0,755453398;0,53558046;1,069950285
Scarna9;genes;0;0,162645932;0,063521039;0,021481078;0,176012655;0,043987109;0;0,082562844;0,130161674;0;0;0,016479399;0,009332318
Vrk2;genes;0;0,162645932;0,190563117;0,032221616;0,017601265;0;0,134987421;0,094357536;0,205004636;0,107972855;0,145391902;0,147161031;0,129065961
B4galt5;genes;0,055591989;1,074547456;1,170057539;0,240802879;0,294293158;1,233398529;0,271999653;0,475444032;1,600988588;1,083893222;0,595887613;0,556674091;0,816671169
4933428C19Rik;genes;0;0,13445397;0,038747834;0;0;0;0;0,010851117;0;0;0,029224503;0,016479399;0,006812592
F630111L10Rik;genes;0,019683288;0,140959808;1,034757726;0,032221616;0,326503474;0,05674337;0;0,120895592;0,369984558;0,026221979;0;0,018621721;0,040968877
Ccdc42;genes;0;0;0;0;0;0;0;0,047178768;0;0,123397549;0,146122514;0,13183519;0,550606776
A730008H23Rik;genes;0;0;0,063521039;0;0,001760127;0;0,053320031;0,035737917;0;0;0,068239214;0,014831459;0,013718508
Stac2;genes;0;0,216861242;0,952815586;0,021481078;0,035202531;0,043987109;0,06749371;0,530761138;0,650808369;0,061698775;0,087673509;0,049438196;0,111987819
Slc35c2;genes;0;0,650583727;1,460983898;0,032221616;0,035202531;0,263922653;0;0,259483223;1,008752972;0,077123468;0,116898011;0,065917595;0,289301865
Rtp4;genes;0;0,054215311;0,190563117;0;0;0,131961326;0;0,047178768;0,097621255;0;0;0;0
Chd1l;genes;0;1,138521523;2,477320523;0,161108082;0,070405062;0,175948435;0,110014748;0,601529289;1,659561342;0,215945711;0,146122514;0,164793988;0,802579368
Zfp879;genes;0;0,108430621;0,172142016;0;0;0,131961326;0,134987421;0,011794692;0,032540418;0,048433538;0,058449006;0;0,046661591
BC030500;genes;0;0;0;0;0,046643353;0;0;0,011794692;0,032215014;0;0;0;0
Pdxp;genes;0;0,216861242;0,175953278;0;0;0;0;0,117946919;0,067358666;0,292606438;0,248408274;0,362546773;0,354628093
Vmn2r42;genes;0;0;0;0;0;0;0;0,058855513;0;0;0;0;0,025663875
Olfr791;genes;0;0;0;0;0;0;0;0;0;0;0;0;0
Mtmr6;genes;0;1,627001471;2,159715328;0,139627004;0,017601265;0,923729284;0,337468552;0,731152954;2,700854732;0,678223779;0,745224822;0,560299559;1,698481919
Sp2;genes;0,026599038;0,325291864;0,952815586;0,042962155;0,246945754;0,043987109;0;0,224924775;0,943672135;0,539864277;0,423755291;0,527340761;0,597268367
Mob3a;genes;0;0,759556502;0,703177902;0,075183771;0,017601265;0;0;0,49160276;0,797565657;3,719047883;3,789102915;4,746066849;3,075838767
Iffo2;genes;0;0,904853534;1,003632417;0,139627004;0,228816451;0,266561879;0,134987421;0,26113448;0,618267951;0;0,058449006;0;0,187579596
Emc9;genes;0;0,162645932;0,381126234;0,032221616;0;0,043987109;0,06749371;0,035384076;0,097621255;0;0,014612251;0;0,018664636
Dnajc1;genes;0;3,004612514;5,274151872;0,187207591;0,272643602;0,570512801;0,269974842;1,184305018;4,020694105;0,812727108;0,555411676;0,775850095;1,10438654
DQ267100;genes;0;3,307133947;0,762252469;0,69813502;5,8084176;0;0,134987421;0,459992986;0,553187114;0;0;0;0,018664636
Plxnb3;genes;0;0;0,063521039;0;0,035202531;0;0;0,011794692;0;0;0;0;0
Nrcam;genes;0;0;0,304265777;0,014392322;0,057204113;0;0,06749371;0,037271227;0,129510865;0,043189142;0;0,016314605;0,009238995
Mybl1;genes;0,026599038;0,156682248;1,00934931;0,03329567;0,095222846;0,131961326;0,06749371;0,152741261;0,460446921;1,29089261;1,194113186;0,935865057;2,022033392
Lhfpl5;genes;0;0,054215311;0,063521039;0;0,017601265;0;0;0,031609774;0;0;0;0;0
Pkn1;genes;0;1,861211613;2,133671702;0,193329698;0,088006327;0,219935544;0,73905613;0,739881026;1,817382371;0,046274081;0;0,016479399;0,179647126
2610044O15Rik8;genes;0;0,324749711;0,547551357;0,010740539;0,493891509;0,043987109;0,06749371;0,14130041;0,537242309;0,459347376;0,252061337;0,279984985;0,329524157
